nohup: ignoring input
[2025-09-25 11:13:14] ?? Running /home/harshilkhatri2808/pmk_all_in_one/kitelogin.py...
[INFO] Kite login URL: https://kite.zerodha.com/connect/login?api_key=afpr40trjunagy0k&v=3
[INFO] Successful Login with Request Token: I3ZwT8lSDqn7Sg26ru80iu5UW6LyN325
[INFO] Token saved to file: access_token.json
[✅] Access token generated and saved successfully.
[2025-09-25 11:13:17] ?? Running /home/harshilkhatri2808/pmk_all_ℹ️ Profile: Parag Manubhai Khatri | Current Time: 2025-09-25 11:09:47
🚀 PMK GCP  | PARALLEL_EMA  | TRADE mode is ON LIVE_ORDER will be placed
🚀 PMK GCP  | PARALLEL_EMA  | TRADE mode is ON LIVE_ORDER will be placed
🚀 PMK GCP  | PARALLEL_EMA  | TRADE mode isℹ️ Profile: Parag Manubhai Khatri | Current Time: 2025-09-25 11:13:22
🚀 PMK GCP  | PARALLEL_EMA  | TRADE mode is ON LIVE_ORDER will be placed
🚀 PMK GCP  | PARALLEL_EMA  | TRADE mode is ON LIVE_ORDER will be placed
🚀 PMK GCP  | PARALLEL_EMA  | TRADE mode is ON LIVE_ORDER will be placed
ℹ️ PMK GCP  | PARALLEL_EMA  |  60minute No open position. Waiting for next signal...
🚫 PMK GCP  | PARALLEL_EMA  |  60minute, There is no live trade present, No new trades allowed. So Closing the program
✅ Broker position matches for Open Position or exceeds DB qty: 75 for NIFTY25SEP25200CE
✅30minute | Loaded open position from DB: {'Signal': 'SELL', 'SpotEntry': 25020.3, 'OptionSymbol': 'NIFTY25SEP25200CE', 'Strike': 25200, 'Expiry': '2025-09-30', 'OptionSellPrice': 45.7, 'EntryTime': '2025-09-25 09:15', 'qty': 75, 'Interval': '30minute', 'RealTrade': 'yes', 'EntryReason': 'ROLLOVER', 'ExpiryType': 'NEXT_WEEK', 'Strategy': 'PARALLEL_EMA'}
➡️ PMK GCP  | PARALLEL_EMA  |  30minute Loaded open position: {'Signal': 'SELL', 'SpotEntry': 25020.3, 'OptionSymbol': 'NIFTY25SEP25200CE', 'Strike': 25200, 'Expiry': '2025-09-30', 'OptionSellPrice': 45.7, 'EntryTime': '2025-09-25 09:15', 'qty': 75, 'Interval': '30minute', 'RealTrade': 'yes', 'EntryReason': 'ROLLOVER', 'ExpiryType': 'NEXT_WEEK', 'Strategy': 'PARALLEL_EMA'}
✅ Broker position matches for Open Position or exceeds DB qty: 75 for NIFTY25OCT25800CE
✅30minute | Loaded open position from DB: {'Signal': 'SELL', 'SpotEntry': 25089.8, 'OptionSymbol': 'NIFTY25OCT25800CE', 'Strike': 25800, 'Expiry': '2025-10-28', 'OptionSellPrice': 103.95, 'EntryTime': '2025-09-24 09:45', 'qty': 75, 'Interval': '30minute', 'RealTrade': 'yes', 'EntryReason': 'SIGNAL_GENERATED', 'ExpiryType': 'LAST', 'Strategy': 'PARALLEL_EMA'}
➡️ PMK GCP  | PARALLEL_EMA  |  30minute Loaded open position: {'Signal': 'SELL', 'SpotEntry': 25089.8, 'OptionSymbol': 'NIFTY25OCT25800CE', 'Strike': 25800, 'Expiry': '2025-10-28', 'OptionSellPrice': 103.95, 'EntryTime': '2025-09-24 09:45', 'qty': 75, 'Interval': '30minute', 'RealTrade': 'yes', 'EntryReason': 'SIGNAL_GENERATED', 'ExpiryType': 'LAST', 'Strategy': 'PARALLEL_EMA'}
🕵️‍♀️ PMK GCP  | PARALLEL_EMA  |  30minute Candles available: 108 / Required: 20
PARALLEL_EMA | Candle time 2025-09-25 10:45 | Close: 25027.25 | Buy: False | Sell: False | Trend: -1 | Current Time: 2025-09-25 11:13:27
PMK  30minuteposition at 2025-09-25 11:13:27: SELL | NIFTY25SEP25200CE | Entry LTP: ₹45.70 | Current LTP: ₹46.60 | Chg % 1.97 | Qty: 75
🕵️‍♀️ PMK GCP  | PARALLEL_EMA  |  30minute Candles available: 108 / Required: 20
PARALLEL_EMA | Candle time 2025-09-25 10:45 | Close: 25027.25 | Buy: False | Sell: False | Trend: -1 | Current Time: 2025-09-25 11:13:28
PMK  30minuteposition at 2025-09-25 11:13:28: SELL | NIFTY25OCT25800CE | Entry LTP: ₹103.95 | Current LTP: ₹84.25 | Chg % -18.95 | Qty: 75
PMK  30minuteposition at 2025-09-25 11:13:58: SELL | NIFTY25SEP25200CE | Entry LTP: ₹45.70 | Current LTP: ₹46.30 | Chg % 1.31 | Qty: 75
PMK  30minuteposition at 2025-09-25 11:13:59: SELL | NIFTY25OCT25800CE | Entry LTP: ₹103.95 | Current LTP: ₹83.60 | Chg % -19.58 | Qty: 75
PMK  30minuteposition at 2025-09-25 11:14:28: SELL | NIFTY25SEP25200CE | Entry LTP: ₹45.70 | Current LTP: ₹46.40 | Chg % 1.53 | Qty: 75
PMK  30minuteposition at 2025-09-25 11:14:30: SELL | NIFTY25OCT25800CE | Entry LTP: ₹103.95 | Current LTP: ₹84.45 | Chg % -18.76 | Qty: 75
PMK  30minuteposition at 2025-09-25 11:14:59: SELL | NIFTY25SEP25200CE | Entry LTP: ₹45.70 | Current LTP: ₹45.65 | Chg % -0.11 | Qty: 75
PMK  30minuteposition at 2025-09-25 11:15:01: SELL | NIFTY25OCT25800CE | Entry LTP: ₹103.95 | Current LTP: ₹83.80 | Chg % -19.38 | Qty: 75
PMK  30minuteposition at 2025-09-25 11:15:30: SELL | NIFTY25SEP25200CE | Entry LTP: ₹45.70 | Current LTP: ₹45.95 | Chg % 0.55 | Qty: 75
PMK  30minuteposition at 2025-09-25 11:15:31: SELL | NIFTY25OCT25800CE | Entry LTP: ₹103.95 | Current LTP: ₹83.80 | Chg % -19.38 | Qty: 75
PMK  30minuteposition at 2025-09-25 11:16:00: SELL | NIFTY25SEP25200CE | Entry LTP: ₹45.70 | Current LTP: ₹46.50 | Chg % 1.75 | Qty: 75
PMK  30minuteposition at 2025-09-25 11:16:02: SELL | NIFTY25OCT25800CE | Entry LTP: ₹103.95 | Current LTP: ₹84.55 | Chg % -18.66 | Qty: 75
PMK  30minuteposition at 2025-09-25 11:16:32: SELL | NIFTY25SEP25200CE | Entry LTP: ₹45.70 | Current LTP: ₹45.80 | Chg % 0.22 | Qty: 75
PMK  30minuteposition at 2025-09-25 11:16:33: SELL | NIFTY25OCT25800CE | Entry LTP: ₹103.95 | Current LTP: ₹84.15 | Chg % -19.05 | Qty: 75
PMK  30minuteposition at 2025-09-25 11:17:02: SELL | NIFTY25SEP25200CE | Entry LTP: ₹45.70 | Current LTP: ₹45.30 | Chg % -0.88 | Qty: 75
PMK  30minuteposition at 2025-09-25 11:17:05: SELL | NIFTY25OCT25800CE | Entry LTP: ₹103.95 | Current LTP: ₹83.85 | Chg % -19.34 | Qty: 75
PMK  30minuteposition at 2025-09-25 11:17:34: SELL | NIFTY25SEP25200CE | Entry LTP: ₹45.70 | Current LTP: ₹45.75 | Chg % 0.11 | Qty: 75
PMK  30minuteposition at 2025-09-25 11:17:36: SELL | NIFTY25OCT25800CE | Entry LTP: ₹103.95 | Current LTP: ₹83.65 | Chg % -19.53 | Qty: 75
PMK  30minuteposition at 2025-09-25 11:18:04: SELL | NIFTY25SEP25200CE | Entry LTP: ₹45.70 | Current LTP: ₹45.40 | Chg % -0.66 | Qty: 75
PMK  30minuteposition at 2025-09-25 11:18:07: SELL | NIFTY25OCT25800CE | Entry LTP: ₹103.95 | Current LTP: ₹83.60 | Chg % -19.58 | Qty: 75
